RMS,Arabic_Description,English_Description,type,units,unit_type,FreqType,ImageUrl
101240281,Caduet 5/40 mg 30 Tablets,Caduet 5/40 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101240290,Caduet 10/40 mg 30 Tablets,Caduet 10/40 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101255299,LD-Nor 40 Mg 30 Tablets,LD-Nor 40 Mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101257471,Razon 20 mg 30 Tablets,Razon 20 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101281201,Atozet 10 mg/40 mg 30 tablet,Atozet 10 mg/40 mg 30 tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101281219,Atozet 10 mg/20 mg 30 tablet,Atozet 10 mg/20 mg 30 tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101281227,Atozet 10 mg/10 mg 30 tablet,Atozet 10 mg/10 mg 30 tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101284233,Lotevan plus 10/320/25 mg 30 tablet,Lotevan plus 10/320/25 mg 30 tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101284241,Lotevan plus 5/160/12.5 mg 30 tablets,Lotevan plus 5/160/12.5 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101284250,Lotevan plus 10/160/12.5 mg 30 tablets,Lotevan plus 10/160/12.5 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101284268,Lotevan plus 5/160/25 mg 30 tablets,Lotevan plus 5/160/25 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101284321,Lamira 50 mg 30 tablets,Lamira 50 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101284330,Lamira 100 mg 30 tablets,Lamira 100 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101325218,Ezechol 10 mg 30 Tablets,Ezechol 10 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101454423,Unisia 8/2.5 mg 30 Tablet,Unisia 8/2.5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101454431,Unisia 8/5 mg 30 Tablet,Unisia 8/5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101495639,Solotik 100 mg 30 Tablet,Solotik 100 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101495655,Solotik 50 mg 30 Tablet,Solotik 50 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101520443,Varoxa 10 mg 30 Tablet,Varoxa 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101520451,Varoxa 15 mg 30 Tablet,Varoxa 15 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101520460,Varoxa 20 mg 30 Tablet,Varoxa 20 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101520478,Lysteda 650 mg 30 Tablet,Lysteda 650 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101550976,Epilat 10 Mg 30 Capsules,Epilat 10 Mg 30 Capsules,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101559647,Setral 50 mg 30 Tablet,Setral 50 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101579613,Etoxa 90 mg 30 Tablet,Etoxa 90 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101579656,Betmiga 50 mg 30 Tablet,Betmiga 50 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101579795,Etoxa 60 mg 30 Tablet,Etoxa 60 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101580649,Diusemide 40 mg 30 Tablets,Diusemide 40 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101594522,Solfisan 10 mg 30 Tablet,Solfisan 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101594531,Solfisan 5 mg 30 Tablet,Solfisan 5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101594899,Arena Plus 150 /12.5 mg 30 Tablet,Arena Plus 150 /12.5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101594901,Arena Plus 300/12.5 mg 30 Tablet,Arena Plus 300/12.5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101594910,Arena Plus 300/25 mg 30 Tablet,Arena Plus 300/25 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101641624,Senergy 5/160 mg 30 Tablets,Senergy 5/160 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101641632,Senergy 10/160 mg 30 Tablets,Senergy 10/160 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101641659,Divinus 5 mg 30 Tablet,Divinus 5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101641667,Divinus 10 mg 30 Tablet,Divinus 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101690776,Noractone 25 mg Tablet 30 pcs,Noractone 25 mg Tablet 30 pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101723443,Amlohope 10/10 Mg 30 Capsules,Amlohope 10/10 Mg 30 Capsules,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101723451,Amlohope 10/5 Mg 30 Capsules,Amlohope 10/5 Mg 30 Capsules,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101723460,Amlohope 5/5 Mg 30 Capsules,Amlohope 5/5 Mg 30 Capsules,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101723478,Amlohope 5/10 Mg 30 Capsules,Amlohope 5/10 Mg 30 Capsules,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101735971,MARLON 20 Mg 30 Tablets,MARLON 20 Mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101735989,MARLON 10 Mg 30 Tablets,MARLON 10 Mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101736640,Claz MR 60 Mg 30 Tablets,Claz MR 60 Mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101757774,Silomes 100 Mg 30 Tablet,Silomes 100 Mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101757782,Silomes 200 Mg 30 Tablet,Silomes 200 Mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101757791,Silomes 400 Mg 30 Tablet,Silomes 400 Mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101806741,Cigapro 0.4 Mg Prolonged Release Tablet 30 Pcs,Cigapro 0.4 Mg Prolonged Release Tablet 30 Pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100021909,Tears-Natural-Free Eye Drop 32pcs,Tears-Natural-Free Eye Drop 32pcs,drops,32,box,day,https://www.nahdionline.com/media/catalog/product/t/e/tears-natural-free-eye-drop-32pcs-1-_1.jpg
100018662,Zovirax 800 mg Tablet 35pcs,Zovirax 800 mg Tablet 35pcs,antibiotic,35,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100032122,Microlut Tablet 35pcs,Microlut Tablet 35pcs,tablet,35,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630253,Diane-35 Tablet 21pcs,Diane-35 Tablet 21pcs,tablet,35,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011081,Depakine 200 mg Tablet 40pcs,Depakine 200 mg Tablet 40pcs,tablet,40,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100013781,Depakine 500 mg Tablet 40pcs,Depakine 500 mg Tablet 40pcs,tablet,40,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100025555,Lopresor 50 mg Tablet 40pcs,Lopresor 50 mg Tablet 40pcs,tablet,40,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100032421,Betaserc 16 mg Tablet 40pcs,Betaserc 16 mg Tablet 40pcs,tablet,40,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100018355,Valtrex 500 mg Tablet 42pcs,Valtrex 500 mg Tablet 42pcs,antibiotic,42,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101155052,Xarelto 15 mg Film Coated 42 Tablet,Xarelto 15 mg Film Coated 42 Tablet,tablet,42,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100788472,Pataday 0.2% Eye Drop 2.5 ml,Pataday 0.2% Eye Drop 2.5 ml,drops,50,box,day,https://www.nahdionline.com/media/catalog/product/p/a/pataday-0-2-eye-drop-2-5-ml-00_1.jpg
100009897,Leponex 25 mg Tablet 50pcs,Leponex 25 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100009918,Leponex 100 mg Tablet 50pcs,Leponex 100 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011760,Lioresal 10 mg Tablet 50pcs,Lioresal 10 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011778,Lioresal 25 mg Tablet 50pcs,Lioresal 25 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015331,Tegretol-CR 200 mg Tablet 50pcs,Tegretol-CR 200 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015752,Tegretol 200 mg Tablet 50pcs,Tegretol 200 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015779,Trileptal 300 mg Tablet 50pcs,Trileptal 300 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015787,Trileptal 600 mg Tablet 50pcs,Trileptal 600 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022565,Betagen 8 mg Tablet 50pcs,Betagen 8 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022581,Betaserc 24 mg Tablet 50pcs,Betaserc 24 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100024341,Ursofalk Capsule 50pcs,Ursofalk Capsule 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100028385,Zyloric 100 mg Tablet 50pcs,Zyloric 100 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100028713,No-Uric 100 mg Tablet 50pcs,No-Uric 100 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029273,Metfor 500 mg Tablet 50pcs,Metfor 500 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100031314,Glucophage 500 mg Tablet 50pcs,Glucophage 500 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630510,Stugeron 25 mg Tablet 50pcs,Stugeron 25 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632523,Isoptin 40 mg Tablet 50pcs,Isoptin 40 mg Tablet 50pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225874,Betagen 24 mg 50 Tablets,Betagen 24 mg 50 Tablets,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101690750,Indicardin 10 mg Tablet 50 pcs,Indicardin 10 mg Tablet 50 pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101690768,Indicardin 40 mg Tablet 50 pcs,Indicardin 40 mg Tablet 50 pcs,tablet,50,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100738379,Galvus 50 mg Tablet 56,Galvus 50 mg Tablet 56,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100621189,Janumet 50/850mg Tablets 56,Janumet 50/850mg Tablets 56,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100621197,Janumet 50/1000mg Tablets 56,Janumet 50/1000mg Tablets 56,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100013790,Lamictal 25 mg Dispersable Tablet 56pcs,Lamictal 25 mg Dispersable Tablet 56pcs,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100013837,Lamictal 100 mg Dispersable Tablet 56pcs,Lamictal 100 mg Dispersable Tablet 56pcs,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100887593,Brilinta 90mg 56tablets,Brilinta 90mg 56tablets,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101023973,Entresto 200mg 56 Tablets,Entresto 200mg 56 Tablets,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101143043,Vimpat 50 mg 56 Tablet,Vimpat 50 mg 56 Tablet,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101143051,Vimpat 100 mg 56 Tablet,Vimpat 100 mg 56 Tablet,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101143060,Vimpat 150 mg 56 Tablet,Vimpat 150 mg 56 Tablet,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101204053,Actosmet 15 mg/850 mg 56 Tablets,Actosmet 15 mg/850 mg 56 Tablets,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101318181,Xigduo XR 5/1000 mg 56 tablets,Xigduo XR 5/1000 mg 56 tablets,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101757619,Vipdomet 12.5/1000 Mg 56 Tablets,Vipdomet 12.5/1000 Mg 56 Tablets,tablet,56,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100697255,Ipramax 25mg Tablet 60,Ipramax 25mg Tablet 60,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100616443,Galvus Met 50/850 mg Tablets 60,Galvus Met 50/850 mg Tablets 60,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100616451,Galvus Met 50/1000 mg Tablets 60,Galvus Met 50/1000 mg Tablets 60,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011057,Topamax 100 mg Tablet 60pcs,Topamax 100 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011356,Faverin 50 mg Tablet 60pcs,Faverin 50 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100013829,Topamax 25 mg Tablet 60pcs,Topamax 25 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015138,Seroquel 100 mg Tablet 60pcs,Seroquel 100 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015146,Seroquel 200 mg Tablet 60pcs,Seroquel 200 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015470,Risperdal 2 mg Tablet 60pcs,Risperdal 2 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100031349,Metfor 850 mg Tablet 60pcs,Metfor 850 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633286,Vastarel Mr 35 mg Tablet 60pcs,Vastarel Mr 35 mg Tablet 60pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100907793,Kombiglyze-XR Tablets 2.5/1000mg 60 Pcs,Kombiglyze-XR Tablets 2.5/1000mg 60 Pcs,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100983649,Eliquis 2.5mg 60 Tablets,Eliquis 2.5mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100983657,Eliquis 5mg 60 Tablets,Eliquis 5mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101035296,Adazio 100 mg 60 Tablets,Adazio 100 mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101038227,Pradaxa 150 mg 60 Capsule,Pradaxa 150 mg 60 Capsule,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101066105,Jalra M Tablet 50/1000 mg 60 Tablets,Jalra M Tablet 50/1000 mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101066113,Jalra M Tablet 50/850 mg 60 Tablets,Jalra M Tablet 50/850 mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101111113,Glucare XR 750 mg 60 Tablet,Glucare XR 750 mg 60 Tablet,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101111148,Glucare XR 500 mg 60 Tablet,Glucare XR 500 mg 60 Tablet,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101111164,Glucare XR 1000 mg 60 Tablet,Glucare XR 1000 mg 60 Tablet,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225882,Formit Xr 750 mg 60 Tablets,Formit Xr 750 mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101255230,Synjardy 12.5/1000 Mg 60 Tablets,Synjardy 12.5/1000 Mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101255248,Synjardy 12.5/850 Mg 60 Tablets,Synjardy 12.5/850 Mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101255256,Synjardy 5/1000 Mg 60 Tablets,Synjardy 5/1000 Mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101255264,Synjardy 5/850 Mg 60 Tablets,Synjardy 5/850 Mg 60 Tablets,tablet,60,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100018671,Zovirax 400 mg Tablet 70pcs,Zovirax 400 mg Tablet 70pcs,antibiotic,70,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022080,Livostin 0.5 mg Eye Drop 4 ml,Livostin 0.5 mg Eye Drop 4 ml,drops,80,box,day,Https://nahdionline.com/media/catalog/product/1/0/100022080_mainimage_1.jpg
100965715,Systane Gel Drops 10 ml,Systane Gel Drops 10 ml,drops,100,box,day,https://www.nahdionline.com/media/catalog/product/s/y/systane-gel-drops-10-ml-1-_1.jpg
100033897,Relestat 0.5 mg/ml Eye Drop 5 ml,Relestat 0.5 mg/ml Eye Drop 5 ml,drops,100,box,day,Https://nahdionline.com/media/catalog/product/1/0/100033897_mainimage_1.jpg
100022119,Emadine 0.05% Eye Drop 5 ml,Emadine 0.05% Eye Drop 5 ml,drops,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100019198,Patanol Eye Drop 5 ml,Patanol Eye Drop 5 ml,drops,100,box,day,https://www.nahdionline.com/media/catalog/product/p/a/patanol-eye-drop-5-ml-00_1.jpg
100019171,Olopat 1% Eye Drop 5 ml,Olopat 1% Eye Drop 5 ml,drops,100,box,day,https://www.nahdionline.com/media/catalog/product/o/l/olopat-1-eye-drop-5-ml-00_1.jpg
100018961,Earcalm Ear Drop 5 ml,Earcalm Ear Drop 5 ml,drops,100,box,day,Https://nahdionline.com/media/catalog/product/1/0/100018961_mainimage_1.jpg
100017563,Refresh-Liquigel Eye Drop 15 ml,Refresh-Liquigel Eye Drop 15 ml,drops,100,box,day,Https://nahdionline.com/media/catalog/product/1/0/100017563_mainimage_1.jpg
100004893,One-Alpha 1 Mcg Capsule 100pcs,One-Alpha 1 Mcg Capsule 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100005191,One-Alpha 0.25 Mcg Capsule 100pcs,One-Alpha 0.25 Mcg Capsule 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100007921,Eltroxin 50 Mcg Tablet 100pcs,Eltroxin 50 Mcg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100007939,Eltroxin 100 Mcg Tablet 100pcs,Eltroxin 100 Mcg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100008211,Euthyrox 25 Mcg Tablet 100pcs,Euthyrox 25 Mcg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100008229,Euthyrox 50 Mcg Tablet 100pcs,Euthyrox 50 Mcg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100008413,Neomercazol 5 mg Tablet 100pcs,Neomercazol 5 mg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100009011,Euthyrox 100 Mcg Tablet 100pcs,Euthyrox 100 Mcg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100009029,Euthyrox 150 Mcg Tablet 100pcs,Euthyrox 150 Mcg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010185,Pk-Merz 100 mg Tablet 100pcs,Pk-Merz 100 mg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100016659,Epanutin 100 mg Capsule 100pcs,Epanutin 100 mg Capsule 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022549,Coumadin 5 mg Tablet 100pcs,Coumadin 5 mg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022557,Betaserc 8 mg Tablet 100pcs,Betaserc 8 mg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100032042,Coumadin 2.5 mg Tablet 100pcs,Coumadin 2.5 mg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630165,Lanoxin 0.25 mg Tablet 100pcs,Lanoxin 0.25 mg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630173,Lanoxin 0.125 mg Tablet 100pcs,Lanoxin 0.125 mg Tablet 100pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100904541,Loric 100mg 100 Tablets,Loric 100mg 100 Tablets,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101401233,Parkyn 50 Mg/12.5 Mg/200 Mg 100 Tablet,Parkyn 50 Mg/12.5 Mg/200 Mg 100 Tablet,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101527856,Carbimazole 5 mg 100 Tablet,Carbimazole 5 mg 100 Tablet,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101559655,Coufatex 1 mg 100 Tablet,Coufatex 1 mg 100 Tablet,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101624752,Coufatex 2 Mg 100 Tablets,Coufatex 2 Mg 100 Tablets,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101624761,Coufatex 5 Mg 100 Tablets,Coufatex 5 Mg 100 Tablets,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101723611,Isoptin 40 Mg Tablet 100 Pcs,Isoptin 40 Mg Tablet 100 Pcs,tablet,100,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101792861,Systane Hydration Md Eye Drop 10 Ml,Systane Hydration Md Eye Drop 10 Ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/s/y/systane-hydration-md-eye-drop-10-ml-1_1.jpg
101764122,Comfort Tears Mds 10 Ml,Comfort Tears Mds 10 Ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/c/o/comfort-tears-mds-10-ml-1_1.jpg
101763963,Ultra-Fusion Eye Drop 10 Ml,Ultra-Fusion Eye Drop 10 Ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/u/l/ultra-fusion-eye-drop-10-ml-1_1.jpg
101078173,Hylo-Dual Eye Drop 10 ml,Hylo-Dual Eye Drop 10 ml,drops,200,box,day,Https://nahdionline.com/media/catalog/product/1/0/101078173_mainimage_1.jpg
101078165,Hylo-Fresh Eye Drop 10 ml,Hylo-Fresh Eye Drop 10 ml,drops,200,box,day,Https://nahdionline.com/media/catalog/product/1/0/101078165_mainimage_1.jpg
100957491,Hylo Gel Eye Drops 10 ml,Hylo Gel Eye Drops 10 ml,drops,200,box,day,Https://nahdionline.com/media/catalog/product/1/0/100957491_mainimage_1.jpg
100020931,Optizolin Eye Drop 10 ml,Optizolin Eye Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/e/n/enadditional_images100020931.jpg
100020404,Dewax Ear Drop 10 ml,Dewax Ear Drop 10 ml,drops,200,box,day,Https://nahdionline.com/media/catalog/product/1/0/100020404_mainimage_1.jpg
100018970,Waxsol 0.5% Ear Drop 10 ml,Waxsol 0.5% Ear Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100018371,Otozol 1% Ear Drop 10 ml,Otozol 1% Ear Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/o/t/otozol-1-ear-drop-10-ml-00_1.jpg
100018021,Croma Eye Drop 10 ml,Croma Eye Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/c/r/croma-eye-drop-10-ml-00_1.jpg
100017993,Apicrom 2% Eye Drop 10 ml,Apicrom 2% Eye Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100014194,Hylo-Comod Eye Drop 10 ml,Hylo-Comod Eye Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/h/y/hylo-comod-eye-drop-10-ml-0_1.jpg
100014135,Hy-Fresh 2 mg Eye Drop 10 ml,Hy-Fresh 2 mg Eye Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/h/y/hy-fresh-2-mg-eye-drop-10-ml-0_1.jpg
